ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,E_total
0,1e-07,1.73283,2800,280000,0,0,5.40363e-17,1.96252e-13,1.47336e-08,1.47338e-08
1,2e-07,1.82707,5600,560000,2.01665e-23,2.79142e-23,1.11997e-16,4.22044e-13,1.47336e-08,1.4734e-08
2,3e-07,1.96006,8400,840000,3.32772e-23,7.82459e-23,1.73881e-16,6.79446e-13,1.47336e-08,1.47343e-08
3,4e-07,2.11674,11200,1.12e+06,5.99776e-24,1.38508e-22,2.39687e-16,9.70506e-13,1.47336e-08,1.47345e-08
4,5e-07,2.30992,14000,1.4e+06,-2.56955e-23,1.6454e-22,3.09412e-16,1.29728e-12,1.47335e-08,1.47348e-08
5,6e-07,2.5146,16800,1.68e+06,-5.72048e-23,1.59704e-22,3.8306e-16,1.66186e-12,1.47335e-08,1.47351e-08
6,7e-07,2.73527,19600,1.96e+06,-4.89094e-23,1.44656e-22,4.6063e-16,2.0663e-12,1.47334e-08,1.47354e-08
7,8e-07,2.96541,22400,2.24e+06,-4.39599e-24,1.21581e-22,5.4212e-16,2.51267e-12,1.47333e-08,1.47358e-08
8,9e-07,3.21219,25200,2.52e+06,8.11318e-23,7.79733e-23,6.27531e-16,3.00303e-12,1.47332e-08,1.47362e-08
9,1e-06,3.49922,27999,2.7999e+06,2.10001e-22,2.88876e-23,7.16838e-16,3.53933e-12,1.47331e-08,1.47366e-08
10,1.1e-06,3.77306,30799,3.0799e+06,4.14783e-22,-2.40651e-23,8.10086e-16,4.12383e-12,1.4733e-08,1.47371e-08
11,1.2e-06,4.0584,33599,3.3599e+06,7.15332e-22,-9.8513e-23,9.07249e-16,4.75848e-12,1.47329e-08,1.47376e-08
12,1.3e-06,4.35252,36399,3.6399e+06,1.1216e-21,-1.76146e-22,1.00833e-15,5.44534e-12,1.47328e-08,1.47382e-08
13,1.4e-06,4.6665,39199,3.9199e+06,1.636e-21,-2.64324e-22,1.11332e-15,6.1865e-12,1.47327e-08,1.47389e-08
14,1.5e-06,4.98599,41998,4.1998e+06,2.35019e-21,-3.2911e-22,1.2222e-15,6.98374e-12,1.47326e-08,1.47396e-08
15,1.6e-06,5.31978,44797,4.4797e+06,3.1876e-21,-3.80883e-22,1.33499e-15,7.8394e-12,1.47326e-08,1.47404e-08
16,1.7e-06,5.65155,47597,4.7597e+06,4.16113e-21,-4.95721e-22,1.45173e-15,8.75575e-12,1.47326e-08,1.47413e-08
17,1.8e-06,5.98595,50397,5.0397e+06,5.27205e-21,-6.71966e-22,1.57239e-15,9.73463e-12,1.47325e-08,1.47422e-08
18,1.9e-06,6.32829,53197,5.3197e+06,6.59203e-21,-9.34164e-22,1.69696e-15,1.07781e-11,1.47325e-08,1.47432e-08
19,2e-06,6.68295,55996,5.5996e+06,7.90963e-21,-1.27334e-21,1.8254e-15,1.18878e-11,1.47324e-08,1.47443e-08
20,2.1e-06,7.05142,58794,5.8794e+06,9.39803e-21,-1.64378e-21,1.95771e-15,1.3066e-11,1.47324e-08,1.47454e-08
21,2.2e-06,7.49631,61594,6.1594e+06,1.11443e-20,-2.02375e-21,2.09402e-15,1.43154e-11,1.47323e-08,1.47466e-08
22,2.3e-06,7.89696,64394,6.4394e+06,1.30225e-20,-2.36338e-21,2.23423e-15,1.56377e-11,1.47323e-08,1.47479e-08
23,2.4e-06,8.31042,67194,6.7194e+06,1.50585e-20,-2.58423e-21,2.37836e-15,1.70349e-11,1.47322e-08,1.47492e-08
24,2.5e-06,8.72561,69992,6.9992e+06,1.72648e-20,-2.59897e-21,2.52631e-15,1.85084e-11,1.47321e-08,1.47507e-08
25,2.6e-06,9.18962,72787,7.2787e+06,1.95608e-20,-2.10937e-21,2.67803e-15,2.00595e-11,1.47321e-08,1.47521e-08
26,2.7e-06,9.65123,75586,7.5586e+06,2.19352e-20,-1.63517e-21,2.83382e-15,2.16928e-11,1.4732e-08,1.47537e-08
27,2.8e-06,10.0959,78384,7.8384e+06,2.46181e-20,-1.66802e-21,2.99347e-15,2.34088e-11,1.47319e-08,1.47553e-08
28,2.9e-06,10.5181,81182,8.1182e+06,2.77396e-20,-1.34646e-21,3.15703e-15,2.52099e-11,1.47319e-08,1.47571e-08
29,3e-06,10.9748,83980,8.398e+06,3.09738e-20,-5.34806e-22,3.3245e-15,2.70983e-11,1.47318e-08,1.47589e-08
30,3.1e-06,11.4301,86779,8.6779e+06,3.37037e-20,2.53929e-22,3.49591e-15,2.90762e-11,1.47317e-08,1.47608e-08
31,3.2e-06,11.8773,89579,8.9579e+06,3.69235e-20,1.02356e-21,3.67128e-15,3.1146e-11,1.47316e-08,1.47627e-08
32,3.3e-06,12.3089,92375,9.2375e+06,3.94638e-20,2.84256e-21,3.85033e-15,3.33067e-11,1.47315e-08,1.47648e-08
33,3.4e-06,12.78,95173,9.5173e+06,4.21886e-20,3.9021e-21,4.0334e-15,3.55642e-11,1.47314e-08,1.4767e-08
34,3.5e-06,13.2484,97968,9.7968e+06,4.55868e-20,4.67367e-21,4.22017e-15,3.79165e-11,1.47313e-08,1.47692e-08
35,3.6e-06,13.7857,100763,1.00763e+07,4.77456e-20,5.64142e-21,4.41086e-15,4.03689e-11,1.47312e-08,1.47716e-08
36,3.7e-06,14.2905,103558,1.03558e+07,5.01115e-20,7.20501e-21,4.60543e-15,4.29225e-11,1.47311e-08,1.4774e-08
37,3.8e-06,14.9182,106352,1.06352e+07,5.38835e-20,8.17958e-21,4.80386e-15,4.55796e-11,1.4731e-08,1.47766e-08
38,3.9e-06,15.3884,109146,1.09146e+07,5.83264e-20,9.9432e-21,5.00618e-15,4.83424e-11,1.47309e-08,1.47792e-08
39,4e-06,15.8415,111937,1.11937e+07,6.13554e-20,1.22721e-20,5.21218e-15,5.12101e-11,1.47307e-08,1.47819e-08
40,4.1e-06,16.3192,114730,1.1473e+07,6.33121e-20,1.17545e-20,5.42224e-15,5.41904e-11,1.47306e-08,1.47848e-08
41,4.2e-06,16.8879,117521,1.17521e+07,6.87875e-20,1.05953e-20,5.63597e-15,5.72794e-11,1.47305e-08,1.47878e-08
42,4.3e-06,17.4023,120308,1.20308e+07,7.36118e-20,1.09085e-20,5.85339e-15,6.04808e-11,1.47303e-08,1.47908e-08
43,4.4e-06,17.9053,123097,1.23097e+07,7.612e-20,9.27407e-21,6.0748e-15,6.37999e-11,1.47302e-08,1.4794e-08
44,4.5e-06,18.3951,125888,1.25888e+07,7.72674e-20,6.32325e-21,6.30022e-15,6.72396e-11,1.47301e-08,1.47973e-08
45,4.6e-06,18.8912,128682,1.28682e+07,7.94622e-20,5.454e-21,6.52978e-15,7.08045e-11,1.47299e-08,1.48007e-08
46,4.7e-06,19.3806,131469,1.31469e+07,8.33135e-20,5.39806e-21,6.76268e-15,7.44849e-11,1.47298e-08,1.48043e-08
47,4.8e-06,19.8375,134251,1.34251e+07,8.70119e-20,-1.95881e-22,6.9988e-15,7.82761e-11,1.47297e-08,1.4808e-08
48,4.9e-06,20.3178,137036,1.37036e+07,8.97537e-20,-8.22931e-21,7.23817e-15,8.21706e-11,1.47296e-08,1.48118e-08
49,5e-06,20.7894,139817,1.39817e+07,9.50638e-20,-2.12717e-20,7.47995e-15,8.61513e-11,1.47295e-08,1.48156e-08
50,5.1e-06,21.3223,142594,1.42594e+07,9.14126e-20,-4.0303e-20,7.72374e-15,9.02056e-11,1.47294e-08,1.48196e-08
51,5.2e-06,21.8773,145370,1.4537e+07,9.38113e-20,-7.5881e-20,7.96927e-15,9.43201e-11,1.47293e-08,1.48236e-08
52,5.3e-06,22.3769,148148,1.48148e+07,7.94108e-20,-1.06686e-19,8.21625e-15,9.84825e-11,1.47292e-08,1.48277e-08
53,5.4e-06,22.8568,150917,1.50917e+07,6.34518e-20,-1.55514e-19,8.46377e-15,1.02678e-10,1.47291e-08,1.48318e-08
54,5.5e-06,23.349,153688,1.53688e+07,2.37987e-20,-1.87782e-19,8.71254e-15,1.06913e-10,1.47291e-08,1.4836e-08
55,5.6e-06,23.8457,156459,1.56459e+07,-1.61537e-20,-2.3058e-19,8.9622e-15,1.11182e-10,1.4729e-08,1.48402e-08
56,5.7e-06,24.3391,159222,1.59222e+07,-5.90247e-20,-2.74441e-19,9.21204e-15,1.1547e-10,1.47289e-08,1.48444e-08
57,5.8e-06,24.8635,161981,1.61981e+07,-9.35099e-20,-3.22535e-19,9.46229e-15,1.19779e-10,1.47288e-08,1.48486e-08
58,5.9e-06,25.3905,164728,1.64728e+07,-1.59586e-19,-3.45378e-19,9.7123e-15,1.241e-10,1.47287e-08,1.48528e-08
59,6e-06,25.9159,167482,1.67482e+07,-1.9564e-19,-3.61943e-19,9.96332e-15,1.28447e-10,1.47287e-08,1.48571e-08
60,6.1e-06,26.4434,170237,1.70237e+07,-2.14175e-19,-3.92819e-19,1.0215e-14,1.32815e-10,1.47286e-08,1.48614e-08
61,6.2e-06,27.0257,172991,1.72991e+07,-2.28224e-19,-4.28443e-19,1.0467e-14,1.37199e-10,1.47285e-08,1.48657e-08
62,6.3e-06,27.5801,175736,1.75736e+07,-2.40774e-19,-4.79441e-19,1.07186e-14,1.41584e-10,1.47285e-08,1.48701e-08
63,6.4e-06,28.1616,178486,1.78486e+07,-2.45961e-19,-5.15852e-19,1.09707e-14,1.45982e-10,1.47284e-08,1.48744e-08
64,6.5e-06,28.768,181218,1.81218e+07,-2.45815e-19,-5.35207e-19,1.12215e-14,1.50363e-10,1.47283e-08,1.48787e-08
65,6.6e-06,29.3972,183963,1.83963e+07,-2.45772e-19,-5.38197e-19,1.14735e-14,1.54764e-10,1.47283e-08,1.4883e-08
66,6.7e-06,30.0325,186706,1.86706e+07,-2.38997e-19,-5.65658e-19,1.17251e-14,1.59161e-10,1.47282e-08,1.48873e-08
67,6.8e-06,30.6865,189447,1.89447e+07,-2.31594e-19,-5.80336e-19,1.19769e-14,1.63563e-10,1.47281e-08,1.48917e-08
68,6.9e-06,31.346,192182,1.92182e+07,-2.5216e-19,-5.6064e-19,1.2228e-14,1.67955e-10,1.4728e-08,1.4896e-08
69,7e-06,32.0242,194899,1.94899e+07,-2.74925e-19,-5.74201e-19,1.24776e-14,1.72322e-10,1.47279e-08,1.49003e-08
70,7.1e-06,32.7279,197653,1.97653e+07,-3.33407e-19,-5.46674e-19,1.27303e-14,1.7674e-10,1.47279e-08,1.49046e-08
71,7.2e-06,33.4831,200375,2.00375e+07,-4.06239e-19,-5.18505e-19,1.29803e-14,1.81115e-10,1.47278e-08,1.49089e-08
72,7.3e-06,34.1838,203103,2.03103e+07,-4.71693e-19,-4.87217e-19,1.32306e-14,1.85492e-10,1.47277e-08,1.49132e-08
73,7.4e-06,34.9139,205803,2.05803e+07,-5.65291e-19,-4.32487e-19,1.34787e-14,1.89836e-10,1.47276e-08,1.49174e-08
74,7.5e-06,35.6424,208518,2.08518e+07,-7.04064e-19,-3.74454e-19,1.3728e-14,1.94201e-10,1.47275e-08,1.49217e-08
75,7.6e-06,36.3867,211222,2.11222e+07,-8.26596e-19,-3.34978e-19,1.39761e-14,1.98542e-10,1.47274e-08,1.4926e-08
76,7.7e-06,37.1107,213930,2.1393e+07,-9.64373e-19,-3.12333e-19,1.42247e-14,2.02893e-10,1.47273e-08,1.49302e-08
77,7.8e-06,37.8351,216653,2.16653e+07,-1.11189e-18,-2.64741e-19,1.44745e-14,2.07265e-10,1.47272e-08,1.49345e-08
78,7.9e-06,38.6282,219359,2.19359e+07,-1.31455e-18,-2.13861e-19,1.47229e-14,2.11612e-10,1.47272e-08,1.49388e-08
79,8e-06,39.3794,222050,2.2205e+07,-1.45694e-18,-2.1674e-19,1.49699e-14,2.15937e-10,1.47271e-08,1.4943e-08
80,8.1e-06,40.1413,224757,2.24757e+07,-1.67046e-18,-1.88394e-19,1.52182e-14,2.20281e-10,1.4727e-08,1.49473e-08
81,8.2e-06,40.9429,227485,2.27485e+07,-1.90557e-18,-1.6264e-19,1.54684e-14,2.24657e-10,1.47269e-08,1.49515e-08
82,8.3e-06,41.7228,230187,2.30187e+07,-2.12767e-18,-1.66031e-19,1.57163e-14,2.28996e-10,1.47268e-08,1.49558e-08
83,8.4e-06,42.4899,232891,2.32891e+07,-2.34081e-18,-1.02206e-19,1.59644e-14,2.33337e-10,1.47267e-08,1.496e-08
84,8.5e-06,43.2726,235582,2.35582e+07,-2.56415e-18,-1.49771e-20,1.62114e-14,2.37662e-10,1.47266e-08,1.49643e-08
85,8.6e-06,44.0354,238290,2.3829e+07,-2.72457e-18,7.43473e-20,1.64598e-14,2.42009e-10,1.47265e-08,1.49685e-08
86,8.7e-06,44.8165,240977,2.40977e+07,-2.89356e-18,1.11522e-19,1.67064e-14,2.46326e-10,1.47264e-08,1.49728e-08
87,8.8e-06,45.6369,243669,2.43669e+07,-3.03923e-18,1.15684e-19,1.69535e-14,2.50651e-10,1.47264e-08,1.4977e-08
88,8.9e-06,46.4266,246362,2.46362e+07,-3.1431e-18,1.94878e-19,1.72004e-14,2.54971e-10,1.47263e-08,1.49812e-08
89,9e-06,47.2079,249051,2.49051e+07,-3.25597e-18,2.21329e-19,1.7447e-14,2.59286e-10,1.47262e-08,1.49855e-08
90,9.1e-06,47.978,251756,2.51756e+07,-3.39467e-18,2.85978e-19,1.76949e-14,2.63623e-10,1.47261e-08,1.49897e-08
91,9.2e-06,48.7795,254431,2.54431e+07,-3.56673e-18,3.84084e-19,1.79404e-14,2.6792e-10,1.4726e-08,1.49939e-08
92,9.3e-06,49.5642,257117,2.57117e+07,-3.70629e-18,4.54916e-19,1.81866e-14,2.72226e-10,1.47259e-08,1.49981e-08
93,9.4e-06,50.3506,259776,2.59776e+07,-3.86803e-18,4.61231e-19,1.84305e-14,2.76495e-10,1.47258e-08,1.50023e-08
94,9.5e-06,51.1506,262474,2.62474e+07,-4.03402e-18,4.98183e-19,1.86777e-14,2.80819e-10,1.47258e-08,1.50066e-08
95,9.6e-06,51.9296,265158,2.65158e+07,-4.18457e-18,5.22663e-19,1.89236e-14,2.85121e-10,1.47257e-08,1.50108e-08
96,9.7e-06,52.717,267830,2.6783e+07,-4.33751e-18,5.55106e-19,1.91685e-14,2.89404e-10,1.47256e-08,1.5015e-08
97,9.8e-06,53.5087,270492,2.70492e+07,-4.40719e-18,5.88916e-19,1.94126e-14,2.93674e-10,1.47255e-08,1.50192e-08
98,9.9e-06,54.3016,273161,2.73161e+07,-4.54508e-18,6.51123e-19,1.96571e-14,2.97951e-10,1.47254e-08,1.50234e-08
99,1e-05,55.0929,275846,2.75846e+07,-4.6312e-18,7.07839e-19,1.99032e-14,3.02254e-10,1.47253e-08,1.50276e-08
100,1.01e-05,55.9017,278520,2.7852e+07,-4.6902e-18,8.39934e-19,2.01481e-14,3.06536e-10,1.47253e-08,1.50318e-08
101,1.02e-05,56.7448,281194,2.81194e+07,-4.73437e-18,9.5166e-19,2.0393e-14,3.10817e-10,1.47252e-08,1.5036e-08
102,1.03e-05,57.5576,283862,2.83862e+07,-4.78956e-18,1.04072e-18,2.06373e-14,3.15089e-10,1.47251e-08,1.50402e-08
103,1.04e-05,58.3794,286507,2.86507e+07,-4.87113e-18,1.12712e-18,2.08798e-14,3.19332e-10,1.4725e-08,1.50444e-08
104,1.05e-05,59.2074,289172,2.89172e+07,-4.96598e-18,1.16769e-18,2.11239e-14,3.23598e-10,1.47249e-08,1.50485e-08
105,1.06e-05,60.0304,291828,2.91828e+07,-5.06855e-18,1.24849e-18,2.13673e-14,3.27854e-10,1.47249e-08,1.50527e-08
106,1.07e-05,60.8596,294494,2.94494e+07,-5.16507e-18,1.33202e-18,2.16114e-14,3.32122e-10,1.47248e-08,1.50569e-08
107,1.08e-05,61.7237,297151,2.97151e+07,-5.26054e-18,1.41139e-18,2.18546e-14,3.3637e-10,1.47247e-08,1.50611e-08
108,1.09e-05,62.5456,299818,2.99818e+07,-5.34845e-18,1.42881e-18,2.20987e-14,3.40634e-10,1.47246e-08,1.50653e-08
109,1.1e-05,63.3666,302478,3.02478e+07,-5.41517e-18,1.49812e-18,2.23421e-14,3.44887e-10,1.47246e-08,1.50695e-08
110,1.11e-05,64.1645,305143,3.05143e+07,-5.46105e-18,1.50064e-18,2.25859e-14,3.49145e-10,1.47245e-08,1.50736e-08
111,1.12e-05,65.07,307814,3.07814e+07,-5.49596e-18,1.47369e-18,2.28302e-14,3.53411e-10,1.47244e-08,1.50778e-08
112,1.13e-05,65.899,310449,3.10449e+07,-5.52897e-18,1.52567e-18,2.30715e-14,3.57628e-10,1.47244e-08,1.5082e-08
113,1.14e-05,66.7006,313115,3.13115e+07,-5.54825e-18,1.55427e-18,2.33153e-14,3.61883e-10,1.47243e-08,1.50862e-08
114,1.15e-05,67.5049,315745,3.15745e+07,-5.62162e-18,1.59177e-18,2.35559e-14,3.66085e-10,1.47242e-08,1.50903e-08
115,1.16e-05,68.3131,318407,3.18407e+07,-5.65163e-18,1.55511e-18,2.37992e-14,3.70333e-10,1.47241e-08,1.50945e-08
116,1.17e-05,69.1334,321068,3.21068e+07,-5.75389e-18,1.51985e-18,2.40426e-14,3.74581e-10,1.47241e-08,1.50987e-08
117,1.18e-05,69.9425,323718,3.23718e+07,-5.78249e-18,1.42329e-18,2.42849e-14,3.78809e-10,1.4724e-08,1.51028e-08
118,1.19e-05,70.7555,326373,3.26373e+07,-5.81028e-18,1.35084e-18,2.45274e-14,3.8304e-10,1.4724e-08,1.5107e-08
119,1.2e-05,71.5657,329024,3.29024e+07,-5.8684e-18,1.29549e-18,2.47697e-14,3.87267e-10,1.47239e-08,1.51112e-08
120,1.21e-05,72.3751,331680,3.3168e+07,-5.92288e-18,1.19645e-18,2.50126e-14,3.91505e-10,1.47238e-08,1.51153e-08
121,1.22e-05,73.2868,334318,3.34318e+07,-5.91424e-18,1.09345e-18,2.52536e-14,3.9571e-10,1.47238e-08,1.51195e-08
122,1.23e-05,74.12,336956,3.36956e+07,-5.92598e-18,9.52138e-19,2.54946e-14,3.99912e-10,1.47237e-08,1.51236e-08
123,1.24e-05,74.9819,339607,3.39607e+07,-5.9383e-18,7.76832e-19,2.57368e-14,4.04136e-10,1.47237e-08,1.51278e-08
124,1.25e-05,75.8525,342268,3.42268e+07,-5.96341e-18,6.39808e-19,2.59798e-14,4.08371e-10,1.47236e-08,1.5132e-08
125,1.26e-05,76.7163,344888,3.44888e+07,-5.96154e-18,5.27336e-19,2.6219e-14,4.1254e-10,1.47235e-08,1.51361e-08
126,1.27e-05,77.5473,347531,3.47531e+07,-5.97647e-18,3.93061e-19,2.64601e-14,4.1674e-10,1.47235e-08,1.51402e-08
127,1.28e-05,78.4011,350167,3.50167e+07,-5.90961e-18,2.40515e-19,2.67005e-14,4.20927e-10,1.47234e-08,1.51444e-08
128,1.29e-05,79.2195,352787,3.52787e+07,-5.91573e-18,1.09784e-19,2.69396e-14,4.25095e-10,1.47234e-08,1.51485e-08
129,1.3e-05,80.0529,355431,3.55431e+07,-5.86206e-18,-9.89822e-20,2.7181e-14,4.29299e-10,1.47233e-08,1.51526e-08
130,1.31e-05,80.9461,358073,3.58073e+07,-5.88966e-18,-2.06397e-19,2.7422e-14,4.33498e-10,1.47233e-08,1.51568e-08
131,1.32e-05,81.7807,360720,3.6072e+07,-5.92138e-18,-3.66355e-19,2.76637e-14,4.37708e-10,1.47232e-08,1.51609e-08
132,1.33e-05,82.5967,363366,3.63366e+07,-5.95081e-18,-5.18667e-19,2.7905e-14,4.41911e-10,1.47232e-08,1.51651e-08
133,1.34e-05,83.392,365991,3.65991e+07,-5.96002e-18,-6.5414e-19,2.81447e-14,4.46088e-10,1.47232e-08,1.51692e-08
134,1.35e-05,84.1744,367982,3.67982e+07,-6.14154e-18,-7.39283e-19,2.83257e-14,4.49241e-10,1.47231e-08,1.51724e-08
135,1.36e-05,84.8995,369807,3.69807e+07,-6.28161e-18,-1.29152e-18,2.84912e-14,4.52119e-10,1.47231e-08,1.51752e-08
136,1.37e-05,85.5741,371381,3.71381e+07,-5.93261e-18,-1.31294e-18,2.86337e-14,4.54595e-10,1.47231e-08,1.51777e-08
137,1.38e-05,86.0947,372048,3.72048e+07,-6.11015e-18,-1.55961e-18,2.86932e-14,4.55613e-10,1.47231e-08,1.51787e-08
138,1.39e-05,86.3697,372150,3.7215e+07,-5.41817e-18,-1.23874e-18,2.8701e-14,4.55728e-10,1.47231e-08,1.51788e-08
139,1.4e-05,86.7069,372170,3.7217e+07,-5.67341e-18,-1.37099e-18,2.87013e-14,4.5571e-10,1.47231e-08,1.51788e-08
140,1.41e-05,87.0993,372146,3.72146e+07,-6.05095e-18,-1.16029e-18,2.86975e-14,4.55618e-10,1.47231e-08,1.51787e-08
141,1.42e-05,87.4147,372117,3.72117e+07,-6.26175e-18,-4.33593e-19,2.86933e-14,4.55519e-10,1.47231e-08,1.51786e-08
142,1.43e-05,87.8107,372092,3.72092e+07,-5.25922e-18,-9.0393e-19,2.86896e-14,4.55432e-10,1.47231e-08,1.51785e-08
143,1.44e-05,88.2965,372081,3.72081e+07,-5.69874e-18,-1.11123e-18,2.86872e-14,4.55368e-10,1.47231e-08,1.51785e-08
144,1.45e-05,88.7805,372184,3.72184e+07,-5.98174e-18,-1.31792e-18,2.86954e-14,4.5549e-10,1.47231e-08,1.51786e-08
145,1.46e-05,89.2311,372281,3.72281e+07,-5.39197e-18,-1.2034e-18,2.8703e-14,4.556e-10,1.47231e-08,1.51787e-08
146,1.47e-05,89.6186,372289,3.72289e+07,-4.7531e-18,-1.39921e-18,2.87024e-14,4.55568e-10,1.47231e-08,1.51787e-08
147,1.48e-05,89.8968,372375,3.72375e+07,-5.66254e-18,-1.60506e-18,2.87088e-14,4.55659e-10,1.47231e-08,1.51788e-08
148,1.49e-05,90.1342,372347,3.72347e+07,-5.31539e-18,-1.09676e-18,2.8705e-14,4.55572e-10,1.47231e-08,1.51787e-08
149,1.5e-05,90.4048,372377,3.72377e+07,-5.42461e-18,-1.53626e-18,2.87066e-14,4.55581e-10,1.47231e-08,1.51787e-08
150,1.51e-05,90.7882,372332,3.72332e+07,-5.51458e-18,-1.23253e-18,2.87012e-14,4.55468e-10,1.47231e-08,1.51786e-08
151,1.52e-05,91.249,372330,3.7233e+07,-6.10536e-18,-1.1746e-18,2.86999e-14,4.55429e-10,1.47231e-08,1.51785e-08
152,1.53e-05,91.7157,372340,3.7234e+07,-6.5477e-18,-1.0665e-18,2.86998e-14,4.55411e-10,1.47231e-08,1.51785e-08
153,1.54e-05,92.2007,372463,3.72463e+07,-6.52458e-18,-6.95129e-19,2.87099e-14,4.55569e-10,1.47231e-08,1.51787e-08
154,1.55e-05,92.6432,372419,3.72419e+07,-6.78652e-18,-8.4863e-20,2.87049e-14,4.55468e-10,1.47231e-08,1.51786e-08
155,1.56e-05,93.012,372479,3.72479e+07,-6.80691e-18,-5.39797e-19,2.87096e-14,4.55537e-10,1.47231e-08,1.51786e-08
156,1.57e-05,93.3497,372482,3.72482e+07,-6.60866e-18,-9.22932e-19,2.87089e-14,4.55509e-10,1.47231e-08,1.51786e-08
157,1.58e-05,93.6605,372475,3.72475e+07,-6.56457e-18,-3.84465e-19,2.87074e-14,4.55467e-10,1.47231e-08,1.51786e-08
158,1.59e-05,93.9534,372474,3.72474e+07,-5.94251e-18,-1.19937e-18,2.87064e-14,4.55435e-10,1.47231e-08,1.51785e-08
159,1.6e-05,94.3611,372521,3.72521e+07,-6.12824e-18,-1.68259e-18,2.87098e-14,4.55482e-10,1.47231e-08,1.51786e-08
160,1.61e-05,94.8472,372489,3.72489e+07,-6.13889e-18,-1.62516e-18,2.87061e-14,4.55402e-10,1.47231e-08,1.51785e-08
161,1.62e-05,95.3781,372512,3.72512e+07,-5.76126e-18,-1.64933e-18,2.87074e-14,4.55414e-10,1.47231e-08,1.51785e-08
162,1.63e-05,95.796,372564,3.72564e+07,-5.44287e-18,-1.59015e-18,2.87115e-14,4.55475e-10,1.47231e-08,1.51786e-08
